Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k405;cp_k406;cp_distancia_1;cp_distancia_2;cp_k408;cp_k409ha;cp_k410ha;cp_k411ha;cp_k412;cp_k416;cp_k417;cp_k418;cp_k420;cp_afecta_prod;cp_k422;cp_k423;cp_k424;cp_k426;cp_venmernac;cp_venmerint;cp_vencenacop;cp_rdproven1;cp_rdproven2;cp_rdproven3;cp_rdproven4;cp_rdproven5;cp_rdproven6;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;cp_nclavr;cp_trs;cp_trc;cp_tro;cp_znd;cp_tn;cp_prod;ventas;superdida;cp_sequia;cp_helada;cp_plagas;cp_enfermedades;cp_inundacion;cp_otra;cp_edad;edad1;edad2;edad3;cp_vcomún;cp_vmejorada;cp_vhibrinacio;cp_vhibrinterna;cp_sriego;cp_sufertilizantes;cp_sufitosanitario;nuevacondicion;fact_exp_fin
18016101041390001;TUNGURAHUA;01;04139;0001;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,4; ; ;,4; ; ; ; ; ; ;SOLO;8,60802822190876
18016101041390034;TUNGURAHUA;01;04139;0034;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;SI;2;QUINTAL;0; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,04; ; ;,04; ; ; ; ;,04; ;SOLO;77,2882343914848
18055001041940009;TUNGURAHUA;01;04194;0009;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,96;LITRO;AMARILLO;2;KILOGRAMO;AMARILLO;2;KILOGRAMO;AMARILLO; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,1; ; ;,1; ; ; ; ;,1;,1;SOLO;38,1942914929348
18075701066300001;TUNGURAHUA;01;06630;0001;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;20;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2;LIBRA;AZUL; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;51,6890625771623
18075701066300002;TUNGURAHUA;01;06630;0002;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,09; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;90;LIBRA;90;LIBRA; ; ; ; ;SI;NO; ; ;SI; ; ; ;1;LITRO;AMARILLO;3;KILOGRAMO;NO SABE; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,09; ; ;,09; ; ; ; ;,09;,09;SOLO;64,4841047903558
18075701066300003;TUNGURAHUA;01;06630;0003;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;600;LIBRA;600;LIBRA; ; ; ; ;SI;NO; ; ;SI; ; ; ;1;LITRO;VERDE;,8;KILOGRAMO;NO SABE; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,08; ; ;,08; ; ; ; ;,08;,08;SOLO;4,25289755381715
18075701066300004;TUNGURAHUA;01;06630;0004;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;36;LIBRA;36;LIBRA; ; ; ; ;SI;NO; ; ;SI; ; ; ;,25;LITRO;AMARILLO; ; ; ;1;LIBRA;AZUL; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;63,4663173415791
18075701066300005;TUNGURAHUA;01;06630;0005;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,09; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;66;LIBRA;72;LIBRA; ; ; ; ;SI;NO; ; ;SI; ; ; ;2;LITRO;AMARILLO;2;KILOGRAMO;NO SABE; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,09; ; ;,09; ; ; ; ;,09;,09;SOLO;23,8453059427697
18075701066300006;TUNGURAHUA;01;06630;0006;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;LIBRA;52;LIBRA; ; ; ; ;SI;NO; ; ;SI; ; ; ;2;LITRO;ROJO; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,08; ; ;,08; ; ; ; ;,08;,08;SOLO;40,2389537784238
18075701066300006;TUNGURAHUA;01;06630;0006;2;VIVEROS DE PERMANENTES;3;1; ; ; ; ; ;,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;66;LIBRA;20;LIBRA; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,03; ; ;,03; ; ; ; ;,03; ;SOLO;57,5776899593707
18075701066300007;TUNGURAHUA;01;06630;0007;1;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1;LIBRA;NO SABE; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,01; ; ;,01; ; ; ; ; ;,01;SOLO;66,083485067005
18075701066300008;TUNGURAHUA;01;06630;0008;1;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;77;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,25;LITRO;NO SABE;1;KILOGRAMO;VERDE; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;80,1507615911695
18075701066300009;TUNGURAHUA;01;06630;0009;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;120;LIBRA;60;LIBRA; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;65,7563391013268
18075701066300010;TUNGURAHUA;01;06630;0010;1;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,25;LITRO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2;LIBRA;AZUL; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;31,078866739433
18075701066300011;TUNGURAHUA;01;06630;0011;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;1,5;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;,48;LITRO;AMARILLO;,48;LITRO;VERDE;,2;LIBRA;AZUL; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,08; ; ;,08; ; ; ; ;,08;,08;SOLO;39,7482348299065
18075701066300013;TUNGURAHUA;01;06630;0013;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;120;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,5;LITRO;AMARILLO; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,04; ; ;,04; ; ; ; ;,04;,04;SOLO;62,6484524273835
18075701066300014;TUNGURAHUA;01;06630;0014;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;1;QUINTAL; ; ; ; ;SI;NO; ; ;SI; ; ; ;,12;LITRO;AMARILLO;,06;LITRO;AZUL; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,01; ; ;,01; ; ; ; ;,01;,01;SOLO;31,7331586707895
18075701066300015;TUNGURAHUA;01;06630;0015;2;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;51,6890625771623
18075701066300017;TUNGURAHUA;01;06630;0017;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,75;LITRO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,5;LITRO;AZUL; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,03; ; ;,03; ; ; ; ;,03;,03;SOLO;113,628698745576
18075701066300019;TUNGURAHUA;01;06630;0019;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1;LITRO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,75;LITRO;AZUL; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,03; ; ;,03; ; ; ; ;,03;,03;SOLO;99,4523735661858
18075701066300020;TUNGURAHUA;01;06630;0020;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,75;LITRO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,5;LITRO;VERDE; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,06; ; ;,06; ; ; ; ;,06;,06;SOLO;57,5776899593707
18075701066300021;TUNGURAHUA;01;06630;0021;1;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;,75;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,03; ; ;,03; ; ; ; ;,03;,03;SOLO;162,918690907765
18075701066300023;TUNGURAHUA;01;06630;0023;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,5;LITRO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,05; ; ;,05; ; ; ; ;,05;,05;SOLO;25,9099604817168
18075701066300025;TUNGURAHUA;01;06630;0025;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;AMARILLO;,5;KILOGRAMO;NO SABE; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,03; ; ;,03; ; ; ; ;,03;,03;SOLO;68,0463608610745
18075701066300025;TUNGURAHUA;01;06630;0025;2;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,5;QUINTAL; ; ; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;AMARILLO;,5;KILOGRAMO;NO SABE; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;53,97908433691
18075701066300026;TUNGURAHUA;01;06630;0026;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,75;LITRO;VERDE;,75;LITRO;AMARILLO; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,04; ; ;,04; ; ; ; ; ;,04;SOLO;93,5637461839774
18075701066300027;TUNGURAHUA;01;06630;0027;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;,75;LITRO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,25;LITRO;AMARILLO; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,03; ; ;,03; ; ; ; ;,03;,03;SOLO;46,2366298158583
18075701066300029;TUNGURAHUA;01;06630;0029;1;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,09; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;1,5;QUINTAL; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,09; ; ;,09; ; ; ; ;,09; ;SOLO;42,3835773312034
18075701066300043;TUNGURAHUA;01;06630;0043;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;6;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;NO SABE; ; ; ;,25;LIBRA;NO SABE; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;38,9303699157109
18075701066300044;TUNGURAHUA;01;06630;0044;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;12;LIBRA; ; ; ; ;SI;NO; ; ;SI; ; ; ;,25;LIBRA;AZUL; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,01; ; ;,01; ; ; ; ;,01;,01;SOLO;91,6008703899079
18075701066300045;TUNGURAHUA;01;06630;0045;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;61,8305875131879
18075701066300050;TUNGURAHUA;01;06630;0050;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;60;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,5;LITRO;ROJO; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;68,3735068267527
18075701066300052;TUNGURAHUA;01;06630;0052;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;96;LIBRA; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1;KILOGRAMO;NO SABE; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,02; ; ;,02; ; ; ; ;,02;,02;SOLO;64,1206092729356
18075701066300059;TUNGURAHUA;01;06630;0059;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;12;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;1;LIBRA;ROJO; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,01; ; ;,01; ; ; ; ;,01;,01;SOLO;75,2435721059958
21045160000990001;SUCUMBÍOS;60;00099;0001;27;VIVEROS DE PERMANENTES;32;1; ; ; ; ; ;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;35; ; ;35; ; ; ; ; ; ;SOLO;1
22035303002280004;ORELLANA;03;00228;0004;2;VIVEROS DE PERMANENTES;2;1; ; ; ; ; ;,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES; ; ;REGIÓN AMAZÓNICA; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;,08; ; ;,08; ; ; ; ; ; ;SOLO;83,090313876475
23015001043840006;SANTO DOMINGO DE LOS TSÁCHILAS;01;04384;0006;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;1,74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;1,74; ; ;1,74; ; ; ; ; ; ;SOLO;82,2326054169479
23015001043840007;SANTO DOMINGO DE LOS TSÁCHILAS;01;04384;0007;1;VIVEROS DE PERMANENTES;1;1; ; ; ; ; ;1,98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; OTROS PERMANENTES;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;0;1,98; ; ;1,98; ; ; ; ; ; ;SOLO;30,6546003548595
08045502156540002;ESMERALDAS;02;15654;0002;1;PITAHAYA ROJA;1;1; ;14;3;2,5;2;2;2;2; ;20;TONELADA METR.;2200;FRUTA FRESCA;7;20;TONELADA METR.;2200;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;2; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;120;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1;LITRO;AZUL; ; ; ;2; ; OTROS PERMANENTES; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20;20; ; ; ; ; ; ; ;14; ;2; ; ;2; ; ;2;2;2;SOLO;48,9314717278816
08045502156540002;ESMERALDAS;02;15654;0002;2;PITAHAYA ROJA;2;1; ;14;3;2,5;2;1,25;1,25;1,25; ;12,5;TONELADA METR.;2200;FRUTA FRESCA;7;12,5;TONELADA METR.;2200;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;1,25; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;75;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;,75;LITRO;AZUL; ; ; ;2; ; OTROS PERMANENTES; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,5;12,5; ; ; ; ; ; ; ;14; ;1,25; ; ;1,25; ; ;1,25;1,25;1,25;SOLO;35,1058260807542
08045502156540002;ESMERALDAS;02;15654;0002;3;PITAHAYA ROJA;3;1; ;5;3;2,5;2;3;3;3; ;30;TONELADA METR.;2200;FRUTA FRESCA;7;30;TONELADA METR.;2200;FRUTA FRESCA;100; ;2; ; ; ; ; ; ;1;100;SI;3; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;180;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ; ; ; ;1,5;LITRO;AZUL; ; ; ;2; ; OTROS PERMANENTES; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30;30; ; ; ; ; ; ; ;5;3; ; ; ;3; ; ;3;3;3;SOLO;52,7148047214999
