Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgv_ncmterne;vgv_ncmtoret;vgv_ncmtoros;vgv_nchterne;vgv_nchvacon;vgv_nchvacas;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;subtotal_machos;subtotal_hembras;TOTAL;fact_exp_fin
03035103000790001;CAÑAR;03;00079;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,9877282890953
03035103000790002;CAÑAR;03;00079;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,8444836302512
03035103000790003;CAÑAR;03;00079;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;32,089962240461
03035103000790004;CAÑAR;03;00079;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,3597856987974
03035103000790005;CAÑAR;03;00079;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,449669182887286
03036303001070001;CAÑAR;03;00107;0001; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;56,5062549763518
03036303001070002;CAÑAR;03;00107;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;46,7889126242871
03036303001070005;CAÑAR;03;00107;0005; ; ;4; ; ;16;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;16;20;92,8379301121529
03036303001070008;CAÑAR;03;00107;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,5132910081864
03036303001070009;CAÑAR;03;00107;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,8483538549755
03036303001070010;CAÑAR;03;00107;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;60,8091011988352
03035703001230001;CAÑAR;03;00123;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,89614201634504
03035703001230003;CAÑAR;03;00123;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;37,2798388258678
03035703001230004;CAÑAR;03;00123;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;20,7528334996639
03035703001230005;CAÑAR;03;00123;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,2913125029641
03035703001230006;CAÑAR;03;00123;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;33,9482761752565
03035703001230007;CAÑAR;03;00123;0007;2; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;2;4;49,589492364392
03035703001230008;CAÑAR;03;00123;0008; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;38,0229488931655
03035703001230010;CAÑAR;03;00123;0010;2; ; ;1; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;4;6;41,4030592599942
03035703001230011;CAÑAR;03;00123;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,9888713276244
03035703001230012;CAÑAR;03;00123;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,3747539360152
03035703001230013;CAÑAR;03;00123;0013; ; ;1; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;27,3098500174993
03035703001230014;CAÑAR;03;00123;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;54,0933057177242
03035703001230015;CAÑAR;03;00123;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;34,0563694962134
03035703001230016;CAÑAR;03;00123;0016; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;50,9516768251383
03035403002270002;CAÑAR;03;00227;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;67,3916508533448
03035403002270003;CAÑAR;03;00227;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;93,381301543105
03035403002270004;CAÑAR;03;00227;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;96,7372363436603
03035403002270006;CAÑAR;03;00227;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;73,007737934477
03035803002580002;CAÑAR;03;00258;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,6521964076044
03035803002580003;CAÑAR;03;00258;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,06253372426179
03035803002580004;CAÑAR;03;00258;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,28085573005858
03035803002580005;CAÑAR;03;00258;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;48,6341030279272
03035803002580006;CAÑAR;03;00258;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,237984627764
03035803002580007;CAÑAR;03;00258;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,0644377853439
03035803002580008;CAÑAR;03;00258;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,7461574807892
03035403003110002;CAÑAR;03;00311;0002; ; ;2; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;3;1,09642664248357
03035403003110003;CAÑAR;03;00311;0003;10; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10;2;12;14,4290297428273
03035403003110004;CAÑAR;03;00311;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;58,8327005292103
03035403003110005;CAÑAR;03;00311;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,4333705079637
03035403003110006;CAÑAR;03;00311;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;58,4048304778863
03035403003110007;CAÑAR;03;00311;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;45,108359958892
03035403003110008;CAÑAR;03;00311;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,5592193711721
03035403003110009;CAÑAR;03;00311;0009;2;1; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;5;7,07673887637113
03035403003110010;CAÑAR;03;00311;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;32,214726376943
03035403003110011;CAÑAR;03;00311;0011; ; ;2; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;3;31,8006354730093
03035403003110012;CAÑAR;03;00311;0012; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;30,5254200282416
03035403003110013;CAÑAR;03;00311;0013;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;56,6626429863627
03035403003110014;CAÑAR;03;00311;0014; ;1;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;3;40,2632178163437
03035403003110015;CAÑAR;03;00311;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,7490750572184
03035403003110016;CAÑAR;03;00311;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;24,0545757586305
03035403003110018;CAÑAR;03;00311;0018; ; ;1; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;,0647670783564343
03035803003430001;CAÑAR;03;00343;0001; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;28,1223958462761
03035803003430002;CAÑAR;03;00343;0002; ;2; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;2;4;15,3706367617633
03015603003530001;CAÑAR;03;00353;0001; ;3;2; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;1;6;44,8715096826722
03015603003530002;CAÑAR;03;00353;0002; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;25,5897978874324
03065003004620001;CAÑAR;03;00462;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;37,9844697163897
03065003004620002;CAÑAR;03;00462;0002;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;47,3419880814176
03065003004620003;CAÑAR;03;00462;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,9953974302024
03065003004620004;CAÑAR;03;00462;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,90817144787203
03065003004620005;CAÑAR;03;00462;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;35,5443588121305
03065003004620007;CAÑAR;03;00462;0007; ; ;2; ;5; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;5;7;28,9943704899689
03065003004620008;CAÑAR;03;00462;0008;6; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;57,0269435972383
03065003004620011;CAÑAR;03;00462;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,01495225918036
03065003004620013;CAÑAR;03;00462;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,8668812316435
03065003004620014;CAÑAR;03;00462;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;38,8883016624539
03065003004620016;CAÑAR;03;00462;0016; ; ;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;53,6269419866738
03065003004620017;CAÑAR;03;00462;0017; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;49,1378857808209
03065003004620018;CAÑAR;03;00462;0018; ;1; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;53,8163054856848
03065003004620019;CAÑAR;03;00462;0019; ;1; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;35,8963901958606
03065003004620020;CAÑAR;03;00462;0020;1;1; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;2;4;30,593495684701
03065003004620021;CAÑAR;03;00462;0021;3; ;1; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;2;6;24,9397275028958
03065003004620023;CAÑAR;03;00462;0023;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;31,6637628502911
03065003004620025;CAÑAR;03;00462;0025; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,61049731233707
03065003004620027;CAÑAR;03;00462;0027;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;15,0141258470115
03065003004620028;CAÑAR;03;00462;0028; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;28,6294331838315
03065003004620029;CAÑAR;03;00462;0029; ;10;5; ;3;7;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15;10;25;2,25208219585452
03035304000050001;CAÑAR;04;00005;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;11,3404451222954
03035104000090002;CAÑAR;04;00009;0002; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;9,2368944468524
03045052000992323;CAÑAR;52;00099;2323;50; ; ;50; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50;50;100;1
03036254000991132;CAÑAR;54;00099;1132; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1
03025061000992640;CAÑAR;61;00099;2640;3; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;1
03045061000993037;CAÑAR;61;00099;3037;20; ; ; ; ;32;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20;32;52;1
04015901000700001;CARCHI;01;00070;0001; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;19,7860800557863
04015901001040001;CARCHI;01;00104;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;39,5721601115727
04015601001850003;CARCHI;01;00185;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,72371880367946
04015601002440001;CARCHI;01;00244;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,686247209934857
04045201004330001;CARCHI;01;00433;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,91443202231454
04015401004780001;CARCHI;01;00478;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;44,210163840205
04045201004920001;CARCHI;01;00492;0001; ;6; ; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6;4;10;5,9358240167359
04045201005160001;CARCHI;01;00516;0001; ;6; ; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6;4;10;5,9358240167359
04045201006640001;CARCHI;01;00664;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,6775784073502
04045201007590001;CARCHI;01;00759;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,96791200836795
04045201008060002;CARCHI;01;00806;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;11,9254255843927
04045201008890001;CARCHI;01;00889;0001; ; ;4; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;3;7;23,7432960669436
04015001009830001;CARCHI;01;00983;0001; ; ;2;18; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;18;20;9,37016602083755
04015001009830002;CARCHI;01;00983;0002;70; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70; ;70;,700023436422678
04015801010390001;CARCHI;01;01039;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,5288076292337
04015801010390002;CARCHI;01;01039;0002;6; ; ; ; ;18;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6;18;24;9,14468651111654
04015801010390004;CARCHI;01;01039;0004; ;1; ; ;1;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;3;4;11,5340855161564
04015701010830001;CARCHI;01;01083;0001;48; ;0;13;3;44;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;48;60;108;,219807947962441
04015701010830003;CARCHI;01;01083;0003;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;47,5021999996014
04015001010880001;CARCHI;01;01088;0001;70; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;70; ;70;2,42278531295343
04015001011170002;CARCHI;01;01117;0002; ; ;3; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;4,08810854075709
04015001011170004;CARCHI;01;01117;0004; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;17,8833186904216
04015001011170005;CARCHI;01;01117;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,7394089730613
04015001011170006;CARCHI;01;01117;0006;35; ; ;20; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35;20;55;2,91013665460506
04015401012100001;CARCHI;01;01210;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,91443202231454
04015001013690001;CARCHI;01;01369;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,3901782930883
04015001013690002;CARCHI;01;01369;0002;10; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10;1;11;2,08819244896453
04015001013690004;CARCHI;01;01369;0004; ; ;9; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9;1;10;,67743769333859
04015001014140001;CARCHI;01;01414;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;17,0841809015017
04015001014140002;CARCHI;01;01414;0002; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;12,1443750828894
04015701014470001;CARCHI;01;01447;0001;14;1;1; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16;4;20;3,55787670201447
04015701014470002;CARCHI;01;01447;0002;5; ; ; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;4;9;5,96065674878973
04015701014470003;CARCHI;01;01447;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,8248974014928
04015701014470004;CARCHI;01;01447;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,5214239822072
04015701014470005;CARCHI;01;01447;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,95167727601449
04015701014470006;CARCHI;01;01447;0006; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;4,71568241329575
04015701015010001;CARCHI;01;01501;0001; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;1,36583910203277
04015701015010002;CARCHI;01;01501;0002; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;35,4313732465645
04015701015010003;CARCHI;01;01501;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,3860861149223
04015701015010004;CARCHI;01;01501;0004;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;1,12121120316123
04015701015010005;CARCHI;01;01501;0005; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;20,0762758966045
04015701015010006;CARCHI;01;01501;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;12,1667036132511
04015701015010008;CARCHI;01;01501;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;17,2578587153248
04015701015010009;CARCHI;01;01501;0009;14;1;1; ; ;4;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;16;4;20;4,6930021668183
04045201017430001;CARCHI;01;01743;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,7432960669436
04045201017440001;CARCHI;01;01744;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,7432960669436
04015001017700001;CARCHI;01;01770;0001; ;12; ; ;36; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12;36;48;8,02886433716709
04015001017700002;CARCHI;01;01770;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,6178678606865
04015001017700003;CARCHI;01;01770;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,29490472885943
04045201018240001;CARCHI;01;01824;0001; ; ; ; ; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;5;5;10,7473190237563
04045201018780003;CARCHI;01;01878;0003; ; ; ; ; ;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;5;5;6,62869656559853
04015001020050001;CARCHI;01;02005;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,5113325705756
04015001020050002;CARCHI;01;02005;0002; ; ; ; ;2;5;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;7;7;3,96861077076778
04015001020050003;CARCHI;01;02005;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,6461734780927
04015001020660001;CARCHI;01;02066;0001; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3;3;8,58618351567194
04015001020660002;CARCHI;01;02066;0002; ; ; ; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;10;10;1,64557869579264
04015001020690001;CARCHI;01;02069;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;11,6238504133497
04015001020690002;CARCHI;01;02069;0002;6; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;30,3513642182578
04015001020690004;CARCHI;01;02069;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,3214788766542
04015001020690005;CARCHI;01;02069;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,8368877651738
04015001021070001;CARCHI;01;02107;0001;4; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;,860700514768187
04015001021070002;CARCHI;01;02107;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,6686296534196
04015001021070003;CARCHI;01;02107;0003;8; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9; ;9;18,9339084101084
04015001021070004;CARCHI;01;02107;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;13,7422771265509
04015301023010001;CARCHI;01;02301;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,321529836763
04015301023010002;CARCHI;01;02301;0002; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;4,0440242950717
04015301023010003;CARCHI;01;02301;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;48,1084575217513
04015301023010004;CARCHI;01;02301;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,0758922678531
04015301023010007;CARCHI;01;02301;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,0501982328691
04015301023010008;CARCHI;01;02301;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,807662479269969
04035201023410001;CARCHI;01;02341;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,7270662539468
04035201023410002;CARCHI;01;02341;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;3,45858266438553
04035201023410003;CARCHI;01;02341;0003;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;6,75834769837957
04035201023410004;CARCHI;01;02341;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,0113694329829
04035201023410005;CARCHI;01;02341;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;20,5503706244836
04035201023410006;CARCHI;01;02341;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,2803244810239
04035201023410007;CARCHI;01;02341;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;11,315151418117
04035201023410009;CARCHI;01;02341;0009; ; ; ; ;4; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;4;4;19,4680067542066
04045101023990001;CARCHI;01;02399;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,7943174807366
04015301025640001;CARCHI;01;02564;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;,950123944873973
04015301025640003;CARCHI;01;02564;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;69,8479187856562
04015301025640005;CARCHI;01;02564;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,230133827478125
04015301025640008;CARCHI;01;02564;0008;6; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6; ;6;1,33017352282356
04015301025640009;CARCHI;01;02564;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,7281613679256
04015301025640011;CARCHI;01;02564;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,410953263353794
04035201026290001;CARCHI;01;02629;0001; ;3; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;3,44871978606504
04035201026290002;CARCHI;01;02629;0002;4; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;17,1372990195377
04035201026290004;CARCHI;01;02629;0004;23; ; ; ; ;20;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;23;20;43;1,59943010097297
04035201026290005;CARCHI;01;02629;0005;13; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13; ;13;1,39540002478308
04015301027270001;CARCHI;01;02727;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;242,68708139639
04015301027270002;CARCHI;01;02727;0002; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;12,2502169077354
04015301027270003;CARCHI;01;02727;0003; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;7,23981085942866
04065001027550001;CARCHI;01;02755;0001; ; ; ; ;5; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;5;5;13,8763392133516
04065001027550002;CARCHI;01;02755;0002; ; ; ; ; ;20;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;20;20;1,53696520494319
04035201028430001;CARCHI;01;02843;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,434520233000323
04035201028430002;CARCHI;01;02843;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;93,2033716975421
