Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vm_numl;vm_k821;vm_k822;vm_k823;vm_k824;vm_k825;vm_k826;vm_k827;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;va_nacidos;vm_subtmachos;vm_subthembras;TOTAL;fact_exp_fin
01025001177540002; AZUAY;01;17754;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;31,5238210566403
01025001177540002; AZUAY;01;17754;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;31,5238210566403
01025001177540002; AZUAY;01;17754;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;31,5238210566403
01025001177540002; AZUAY;01;17754;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;31,5238210566403
01025001177540002; AZUAY;01;17754;0002;6;7;4; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7;4;3;7;31,5238210566403
01025001179590002; AZUAY;01;17959;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,93516306579576
01025001179590002; AZUAY;01;17959;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,93516306579576
01025001179590002; AZUAY;01;17959;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,93516306579576
01025001179590002; AZUAY;01;17959;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,93516306579576
01025001179590002; AZUAY;01;17959;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,93516306579576
01025001179590002; AZUAY;01;17959;0002;6;4;2; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;2;2;4;7,93516306579576
01025001179590003; AZUAY;01;17959;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,6700950376338
01025001179590003; AZUAY;01;17959;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,6700950376338
01025001179590003; AZUAY;01;17959;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,6700950376338
01025001179590003; AZUAY;01;17959;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,6700950376338
01025001179590003; AZUAY;01;17959;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,6700950376338
01025001179590003; AZUAY;01;17959;0003;6;3; ; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;3;12,6700950376338
01025001179590005; AZUAY;01;17959;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,873103868984409
01025001179590005; AZUAY;01;17959;0005;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,873103868984409
01025001179590005; AZUAY;01;17959;0005;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,873103868984409
01025001179590005; AZUAY;01;17959;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,873103868984409
01025001179590005; AZUAY;01;17959;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,873103868984409
01025001179590005; AZUAY;01;17959;0005;6;2;2; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;2; ;2;,873103868984409
01025001179590007; AZUAY;01;17959;0007;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,81722424978385
01025001179590007; AZUAY;01;17959;0007;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,81722424978385
01025001179590007; AZUAY;01;17959;0007;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,81722424978385
01025001179590007; AZUAY;01;17959;0007;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,81722424978385
01025001179590007; AZUAY;01;17959;0007;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,81722424978385
01025001179590007; AZUAY;01;17959;0007;6;5;2; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;3;5;2,81722424978385
01025001179590008; AZUAY;01;17959;0008;1;2; ; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;9,04829149538787
01025001179590008; AZUAY;01;17959;0008;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,04829149538787
01025001179590008; AZUAY;01;17959;0008;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,04829149538787
01025001179590008; AZUAY;01;17959;0008;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,04829149538787
01025001179590008; AZUAY;01;17959;0008;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,04829149538787
01025001179590008; AZUAY;01;17959;0008;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;9,04829149538787
01075001180090001; AZUAY;01;18009;0001;1;1; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1; ;1;16,0504746396297
01075001180090001; AZUAY;01;18009;0001;2;1; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;16,0504746396297
01075001180090001; AZUAY;01;18009;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;16,0504746396297
01075001180090001; AZUAY;01;18009;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;16,0504746396297
01075001180090001; AZUAY;01;18009;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;16,0504746396297
01075001180090001; AZUAY;01;18009;0001;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;16,0504746396297
01075001180090002; AZUAY;01;18009;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,82862674734052
01075001180090002; AZUAY;01;18009;0002;2;2; ; ; ;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;3,82862674734052
01075001180090002; AZUAY;01;18009;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,82862674734052
01075001180090002; AZUAY;01;18009;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,82862674734052
01075001180090002; AZUAY;01;18009;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,82862674734052
01075001180090002; AZUAY;01;18009;0002;6;15;9; ; ;6; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15;9;6;15;3,82862674734052
01075001180090003; AZUAY;01;18009;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,09739857424365
01075001180090003; AZUAY;01;18009;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,09739857424365
01075001180090003; AZUAY;01;18009;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,09739857424365
01075001180090003; AZUAY;01;18009;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,09739857424365
01075001180090003; AZUAY;01;18009;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,09739857424365
01075001180090003; AZUAY;01;18009;0003;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;2,09739857424365
01075001180090004; AZUAY;01;18009;0004;1;15;5;4; ;3;3; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;9;6;15;,609567922315077
01075001180090004; AZUAY;01;18009;0004;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,609567922315077
01075001180090004; AZUAY;01;18009;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,609567922315077
01075001180090004; AZUAY;01;18009;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,609567922315077
01075001180090004; AZUAY;01;18009;0004;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,609567922315077
01075001180090004; AZUAY;01;18009;0004;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,609567922315077
01075001180090005; AZUAY;01;18009;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,5727799651883
01075001180090005; AZUAY;01;18009;0005;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,5727799651883
01075001180090005; AZUAY;01;18009;0005;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,5727799651883
01075001180090005; AZUAY;01;18009;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,5727799651883
01075001180090005; AZUAY;01;18009;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,5727799651883
01075001180090005; AZUAY;01;18009;0005;6;5;2; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;3;5;6,5727799651883
01075001180090006; AZUAY;01;18009;0006;1;1; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;,890445702912535
01075001180090006; AZUAY;01;18009;0006;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,890445702912535
01075001180090006; AZUAY;01;18009;0006;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,890445702912535
01075001180090006; AZUAY;01;18009;0006;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,890445702912535
01075001180090006; AZUAY;01;18009;0006;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,890445702912535
01075001180090006; AZUAY;01;18009;0006;6;5;2; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;3;5;,890445702912535
01075001180090007; AZUAY;01;18009;0007;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,792121956493
01075001180090007; AZUAY;01;18009;0007;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,792121956493
01075001180090007; AZUAY;01;18009;0007;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,792121956493
01075001180090007; AZUAY;01;18009;0007;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,792121956493
01075001180090007; AZUAY;01;18009;0007;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;47,792121956493
01075001180090007; AZUAY;01;18009;0007;6;4;4; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;4; ;4;47,792121956493
01075001180090008; AZUAY;01;18009;0008;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,08156668210502
01075001180090008; AZUAY;01;18009;0008;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,08156668210502
01075001180090008; AZUAY;01;18009;0008;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,08156668210502
01075001180090008; AZUAY;01;18009;0008;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,08156668210502
01075001180090008; AZUAY;01;18009;0008;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;2,08156668210502
01075001180090008; AZUAY;01;18009;0008;6;6;2; ; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6;2;4;6;2,08156668210502
01075001180090009; AZUAY;01;18009;0009;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,00053075018368
01075001180090009; AZUAY;01;18009;0009;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,00053075018368
01075001180090009; AZUAY;01;18009;0009;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,00053075018368
01075001180090009; AZUAY;01;18009;0009;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,00053075018368
01075001180090009; AZUAY;01;18009;0009;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,00053075018368
01075001180090009; AZUAY;01;18009;0009;6;2; ; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;2;3,00053075018368
01075001180090011; AZUAY;01;18009;0011;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,702586181473846
01075001180090011; AZUAY;01;18009;0011;2;1; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;,702586181473846
01075001180090011; AZUAY;01;18009;0011;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,702586181473846
01075001180090011; AZUAY;01;18009;0011;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,702586181473846
01075001180090011; AZUAY;01;18009;0011;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,702586181473846
01075001180090011; AZUAY;01;18009;0011;6;7;4; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7;4;3;7;,702586181473846
01075001180090013; AZUAY;01;18009;0013;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,73063339529683
01075001180090013; AZUAY;01;18009;0013;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,73063339529683
01075001180090013; AZUAY;01;18009;0013;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,73063339529683
01075001180090013; AZUAY;01;18009;0013;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,73063339529683
01075001180090013; AZUAY;01;18009;0013;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,73063339529683
01075001180090013; AZUAY;01;18009;0013;6;3;2; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;2;1;3;5,73063339529683
01075001180090015; AZUAY;01;18009;0015;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;42,4849520598822
01075001180090015; AZUAY;01;18009;0015;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;42,4849520598822
01075001180090015; AZUAY;01;18009;0015;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;42,4849520598822
01075001180090015; AZUAY;01;18009;0015;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;42,4849520598822
01075001180090015; AZUAY;01;18009;0015;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;42,4849520598822
01075001180090015; AZUAY;01;18009;0015;6;2; ; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;2;42,4849520598822
01075001180090016; AZUAY;01;18009;0016;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,61782165032255
01075001180090016; AZUAY;01;18009;0016;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,61782165032255
01075001180090016; AZUAY;01;18009;0016;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,61782165032255
01075001180090016; AZUAY;01;18009;0016;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,61782165032255
01075001180090016; AZUAY;01;18009;0016;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,61782165032255
01075001180090016; AZUAY;01;18009;0016;6;2;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2;1;1;2;5,61782165032255
01075001180090017; AZUAY;01;18009;0017;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,936183620986723
01075001180090017; AZUAY;01;18009;0017;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,936183620986723
01075001180090017; AZUAY;01;18009;0017;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,936183620986723
01075001180090017; AZUAY;01;18009;0017;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,936183620986723
01075001180090017; AZUAY;01;18009;0017;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,936183620986723
01075001180090017; AZUAY;01;18009;0017;6;9;2; ; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9;2;7;9;,936183620986723
01075001180320001; AZUAY;01;18032;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,7665337090695
01075001180320001; AZUAY;01;18032;0001;2;2; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;10,7665337090695
01075001180320001; AZUAY;01;18032;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,7665337090695
01075001180320001; AZUAY;01;18032;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,7665337090695
01075001180320001; AZUAY;01;18032;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,7665337090695
01075001180320001; AZUAY;01;18032;0001;6;10;4; ; ;6; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10;4;6;10;10,7665337090695
01075001180320003; AZUAY;01;18032;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2737628926254
01075001180320003; AZUAY;01;18032;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2737628926254
01075001180320003; AZUAY;01;18032;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2737628926254
01075001180320003; AZUAY;01;18032;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2737628926254
01075001180320003; AZUAY;01;18032;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,2737628926254
01075001180320003; AZUAY;01;18032;0003;6;5;2; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;3;5;1,2737628926254
01075001180320004; AZUAY;01;18032;0004;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;51,1283031924093
01075001180320004; AZUAY;01;18032;0004;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;51,1283031924093
01075001180320004; AZUAY;01;18032;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;51,1283031924093
01075001180320004; AZUAY;01;18032;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;51,1283031924093
01075001180320004; AZUAY;01;18032;0004;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;51,1283031924093
01075001180320004; AZUAY;01;18032;0004;6;4; ; ; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4; ;4;4;51,1283031924093
01075001180320005; AZUAY;01;18032;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,7184543269402
01075001180320005; AZUAY;01;18032;0005;2;1; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;23,7184543269402
01075001180320005; AZUAY;01;18032;0005;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,7184543269402
01075001180320005; AZUAY;01;18032;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,7184543269402
01075001180320005; AZUAY;01;18032;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,7184543269402
01075001180320005; AZUAY;01;18032;0005;6;6;4; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6;4;2;6;23,7184543269402
01075001180320007; AZUAY;01;18032;0007;1;0; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,76059936784364
01075001180320007; AZUAY;01;18032;0007;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,76059936784364
01075001180320007; AZUAY;01;18032;0007;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,76059936784364
01075001180320007; AZUAY;01;18032;0007;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,76059936784364
01075001180320007; AZUAY;01;18032;0007;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;3,76059936784364
01075001180320007; AZUAY;01;18032;0007;6;14;7; ; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14;7;7;14;3,76059936784364
01025001180700001; AZUAY;01;18070;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;29,7918581178756
01025001180700001; AZUAY;01;18070;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;29,7918581178756
01025001180700001; AZUAY;01;18070;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;29,7918581178756
01025001180700001; AZUAY;01;18070;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;29,7918581178756
01025001180700001; AZUAY;01;18070;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;29,7918581178756
01025001180700001; AZUAY;01;18070;0001;6;8;4; ; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8;4;4;8;29,7918581178756
01025001180700002; AZUAY;01;18070;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,29106319266803
01025001180700002; AZUAY;01;18070;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,29106319266803
01025001180700002; AZUAY;01;18070;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,29106319266803
01025001180700002; AZUAY;01;18070;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,29106319266803
01025001180700002; AZUAY;01;18070;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;9,29106319266803
01025001180700002; AZUAY;01;18070;0002;6;4;2; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;2;2;4;9,29106319266803
01025001180700003; AZUAY;01;18070;0003;1;4; ;2; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;4;7,12358984744922
01025001180700003; AZUAY;01;18070;0003;2;2; ; ;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;2;7,12358984744922
01025001180700003; AZUAY;01;18070;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,12358984744922
01025001180700003; AZUAY;01;18070;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,12358984744922
01025001180700003; AZUAY;01;18070;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,12358984744922
01025001180700003; AZUAY;01;18070;0003;6;5; ; ; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5; ;5;5;7,12358984744922
